society,price,sector,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_room_ratio
unitech espace,10.3,sector 50,31790.0,3240.0,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately Old,house,,3240.0,,1,1,1,1,0,2,160,648.0
orris aster court premier,1.73,sector 85,6757.0,2560.31,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.),4,5,3+,8.0,East,Relatively New,flat,2560.0,2017.0,,0,1,0,0,0,0,16,640.0775
rk tower,0.95,sector 2,9595.0,990.1,Carpet area: 990 (91.97 sq.m.),2,2,1,1.0,South-East,Relatively New,flat,,,990.0,0,0,0,0,0,0,99,495.05
smriti apartment,0.45,sector 56,7500.0,600.0,Super Built up area 600(55.74 sq.m.),1,1,2,3.0,,Old Property,flat,600.0,,,0,0,0,0,0,0,57,600.0
sobha city,2.45,sector 108,14040.0,1745.01,Super Built up area 1745(162.12 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3,3,3,15.0,West,Relatively New,flat,1745.0,1460.0,1320.0,0,0,0,0,0,0,49,581.67
hero homes,1.35,sector 104,9565.0,1411.4,Super Built up area 1359(126.26 sq.m.)Carpet area: 861.97 sq.ft. (80.08 sq.m.),3,2,2,18.0,East,New Property,flat,1359.0,,861.97,0,0,0,0,0,0,49,470.4666666666667
emaar digihomes,2.45,sector 62,16000.0,1531.25,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,7.0,North-East,New Property,flat,,1200.0,1000.0,1,0,0,0,0,1,174,765.625
independent,1.16,sector 37d,7537.0,1539.0,Built Up area: 1535 (142.61 sq.m.),1,1,0,1.0,,Undefined,house,,1535.0,,0,0,0,0,0,0,0,1539.0
birla navya,3.7,sector 63a,15416.0,2400.1,Carpet area: 2400 (222.97 sq.m.),3,3,3+,1.0,North,Under Construction,flat,,,2400.0,0,0,0,0,0,0,72,800.0333333333333
m3m heights,2.44,sector 65,13300.0,1834.59,Super Built up area 1828(169.83 sq.m.),3,3,2,7.0,,Under Construction,flat,1828.0,,,0,0,0,0,0,0,31,611.53
breez global heights 88a,0.5,sector 88a,8375.0,597.01,Carpet area: 597 (55.46 sq.m.),3,2,2,2.0,,Under Construction,flat,,,597.0,0,0,0,0,0,0,15,199.00333333333333
rattan vihar rajendra park,0.85,dwarka expressway,14167.0,600.0,Plot area 600(55.74 sq.m.),1,5,3+,4.0,,New Property,house,,600.0,,0,0,0,0,0,0,0,600.0
ansal api sushant estate,0.29,sector 52,11600.0,250.0,Carpet area: 250 (23.23 sq.m.),1,1,0,0.0,,Moderately Old,flat,,,250.0,0,0,0,0,0,2,49,250.0
vatika independent floors,1.16,sector 82,6987.0,1660.23,Carpet area: 1660 (154.22 sq.m.),3,3,3+,1.0,South-East,Relatively New,flat,,,1660.0,0,1,1,1,0,2,151,553.41
independent,0.85,sector 4,7522.0,1130.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,Undefined,house,,1130.0,,0,0,0,0,0,0,0,376.6666666666667
signature global the millennia,0.6,sector 37d,9230.0,650.05,Super Built up area 650(60.39 sq.m.)Carpet area: 596.12 sq.ft. (55.38 sq.m.),2,2,3,7.0,,New Property,flat,650.0,,596.12,0,0,0,0,0,0,35,325.025
independent,1.0,sector 3 phase 2,11111.0,900.0,Plot area 900(83.61 sq.m.),3,4,2,2.0,,Relatively New,house,,900.0,,0,0,0,0,0,0,0,300.0
independent,18.25,sector 26,18250.0,10000.0,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),7,9,3+,4.0,East,Relatively New,house,,,10000.0,1,1,1,1,0,2,77,1428.5714285714287
ambience lagoon,5.8,sector 24,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,flat,,3700.0,,1,1,0,1,1,1,68,1546.6666666666667
vipul tatvam villa,7.69,sector 48,24069.0,3195.0,Plot area 355(296.83 sq.m.),4,5,3,2.0,North-West,Moderately Old,house,,3195.0,,1,1,1,1,0,2,110,798.75
ss radiance residency,0.6,sector 12,5660.0,1060.07,Carpet area: 1060 (98.48 sq.m.),3,3,2,3.0,North-East,Relatively New,flat,,,1060.0,0,0,0,0,0,0,44,353.3566666666666
vatika gurgaon,1.4,sector 83,6628.0,2112.25,Super Built up area 1735(161.19 sq.m.),3,3,2,7.0,,Relatively New,flat,1735.0,,,0,0,0,0,0,2,74,704.0833333333334
independent,3.25,sector 4,14444.0,2250.0,Plot area 250(209.03 sq.m.),3,3,2,2.0,South-East,Old Property,house,,2250.0,,0,0,0,0,0,0,27,750.0
independent,1.65,sector 41,13750.0,1200.0,Built Up area: 1200 (111.48 sq.m.),1,1,0,1.0,,Undefined,house,,1200.0,,0,0,0,0,0,0,0,1200.0
antriksh heights,0.85,sector 84,5556.0,1529.88,Super Built up area 1350(125.42 sq.m.),2,2,3,10.0,North-West,New Property,flat,1350.0,,,1,0,0,0,1,0,24,764.94
godrej oasis,1.3,sector 88a,7258.0,1791.13,Carpet area: 1791 (166.39 sq.m.),3,3,3+,4.0,North-West,Relatively New,flat,,,1791.0,0,0,0,0,0,0,79,597.0433333333334
dlf the primus,1.85,sector 82a,10176.0,1818.0,Super Built up area 1818(168.9 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3,15.0,East,Moderately Old,flat,1818.0,,1538.0,0,0,0,0,1,0,38,606.0
signature global solera,0.35,sector 107,6398.0,547.05,Carpet area: 547 (50.82 sq.m.),2,2,2,8.0,South,Relatively New,flat,,,547.0,0,0,0,0,0,0,45,273.525
sare petioles,1.3,sector 92,6373.0,2039.86,Built Up area: 2040 (189.52 sq.m.),4,4,0,7.0,,Undefined,flat,,2040.0,,0,0,0,0,0,0,0,509.965
pareena coban residences,1.05,sector 99a,6774.0,1550.04,Super Built up area 1550(144 sq.m.)Built Up area: 1390 sq.ft. (129.14 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2,2,3,2.0,East,Relatively New,flat,1550.0,1390.0,1240.0,1,0,0,0,0,0,49,775.02
ashok vihar phase 2,0.28,sector 3 phase 2,4307.0,650.1,Super Built up area 650(60.39 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,1,3.0,North,Relatively New,flat,650.0,,550.0,0,0,0,0,0,0,64,325.05
vatika the seven lamps,0.94,sector 82,6533.0,1438.85,Super Built up area 1435(133.32 sq.m.),2,2,3+,9.0,North,Relatively New,flat,1435.0,,,1,0,0,0,0,2,117,719.425
dlf the primus,3.5,sector 82a,13430.0,2606.11,Carpet area: 2606 (242.11 sq.m.),5,5,3+,14.0,North-East,Relatively New,flat,,,2606.0,1,0,0,0,0,1,49,521.222
signature global solera,0.5,sector 107,7692.0,650.03,Super Built up area 546(50.73 sq.m.),2,2,1,11.0,,Relatively New,flat,546.0,,,0,0,0,0,0,0,55,325.015
bestech park view city,2.9,sector 49,12169.0,2383.1,Super Built up area 2383(221.39 sq.m.),4,4,3+,5.0,South-West,Moderately Old,flat,2383.0,,,0,1,0,0,0,0,117,595.775
ats kocoon,2.22,sector 109,10596.0,2095.13,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3,4,3,14.0,East,Relatively New,flat,2095.0,1860.0,,1,1,1,1,0,0,45,698.3766666666667
independent,0.5,sector 105,5556.0,900.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,,Undefined,house,,100.0,,0,0,0,0,0,0,0,450.0
ild greens,1.0,sector 37c,4320.0,2314.81,Super Built up area 1875(174.19 sq.m.),3,3,3+,5.0,North,Under Construction,flat,1875.0,,,0,0,0,0,0,0,51,771.6033333333334
sidhartha ncr one phase,0.43,sector 95,3152.0,1364.21,Super Built up area 1364(126.72 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1020 sq.ft. (94.76 sq.m.),2,2,2,6.0,North,Relatively New,flat,1364.0,1300.0,1020.0,0,0,0,0,0,0,120,682.105
dlf wellington estate,2.09,sector 43,14615.0,1430.04,Super Built up area 1430(132.85 sq.m.),3,3,2,11.0,West,Old Property,flat,1430.0,,,0,0,0,0,0,2,79,476.68
smart world gems,0.9,sector 89,8145.0,1104.97,Built Up area: 1105 (102.66 sq.m.),2,2,2,1.0,,Undefined,flat,,1105.0,,0,0,0,0,0,0,45,552.485
mapsko royale ville,0.97,sector 82,5418.0,1790.33,Super Built up area 1790(166.3 sq.m.),3,4,2,16.0,North-West,Relatively New,flat,1790.0,,,0,1,0,0,0,0,95,596.7766666666666
m3m merlin,2.78,sector 67,13580.0,2047.13,Super Built up area 2047(190.17 sq.m.),3,3,3+,4.0,South-West,Relatively New,flat,2047.0,,,0,0,0,1,0,2,157,682.3766666666667
experion windchants,4.75,sector 112,12622.0,3763.27,Super Built up area 3763(349.59 sq.m.),3,5,3+,4.0,West,Relatively New,flat,3763.0,,,0,1,0,0,0,2,42,1254.4233333333334
independent,1.15,sector 105,3285.0,3501.0,Carpet area: 3500 (325.16 sq.m.),3,2,1,1.0,,Undefined,house,,,3500.0,0,0,0,0,0,0,0,1167.0
bestech park view city,3.0,sector 49,12589.0,2383.03,Super Built up area 2383(221.39 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,4,3,5.0,North-East,Moderately Old,flat,2383.0,2200.0,2000.0,0,1,0,1,0,2,141,595.7575
vatika gurgaon,0.95,sector 83,6574.0,1445.09,Super Built up area 1445(134.24 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,5.0,South,Relatively New,flat,1445.0,1300.0,1200.0,0,0,0,0,0,2,96,722.545
ss,1.2,sector 85,7151.0,1678.09,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,15.0,North-East,Relatively New,flat,1671.0,1660.0,1650.0,0,0,0,0,0,0,49,839.045
pareena mi casa,1.1,sector 68,8835.0,1245.05,Super Built up area 1245(115.66 sq.m.),2,2,3,11.0,North,New Property,flat,1245.0,,,0,0,0,0,0,0,95,622.525
raheja the vedaanta floors,0.7,sector 108,4521.0,1548.33,Carpet area: 1548 (143.81 sq.m.),2,2,3,1.0,,Moderately Old,flat,,,1548.0,0,0,0,0,0,2,0,774.165
experion windchants,5.6,sector 112,11529.0,4857.32,Super Built up area 4857(451.23 sq.m.)Built Up area: 3662.34 sq.ft. (340.24 sq.m.),4,6,3+,15.0,North-East,Moderately Old,flat,4857.0,3662.34,,0,1,0,0,0,2,157,1214.33
independent,19.0,sector 26,42222.0,4500.0,Plot area 500(418.06 sq.m.),6,8,3+,3.0,East,Moderately Old,house,,4500.0,,1,1,1,1,0,2,103,750.0
puri diplomatic greens,9.0,sector 111,11250.0,8000.0,Built Up area: 8000 (743.22 sq.m.),5,5,3+,3.0,North-East,Relatively New,house,,8000.0,,0,1,0,0,0,0,112,1600.0
ats tourmaline,2.1,sector 109,8123.0,2585.25,Super Built up area 2585(240.15 sq.m.)Built Up area: 2100 sq.ft. (195.1 sq.m.),3,4,3+,11.0,South-East,Relatively New,flat,2585.0,2100.0,,0,1,0,0,0,2,165,861.75
orris carnation residency,0.72,sector 85,4881.0,1475.11,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3,3,2,9.0,West,Moderately Old,flat,1475.0,1350.0,1250.0,0,0,0,0,1,0,49,491.7033333333333
aipl zen residences,1.34,sector 70a,10276.0,1304.01,Super Built up area 1304(121.15 sq.m.),2,2,3+,17.0,East,New Property,flat,1304.0,,,0,0,0,0,0,2,110,652.005
vatika sovereign next sector-82 a gurgaon,2.91,sector 82a,6700.0,4343.28,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,6.0,East,Under Construction,flat,4350.0,,3480.0,1,1,1,0,0,2,79,1085.82
m3m heights,2.33,sector 65,18477.0,1261.03,Super Built up area 1261(117.15 sq.m.),2,2,3,35.0,North-East,Under Construction,flat,1261.0,,,0,0,0,0,0,2,49,630.515
m3m woodshire,0.9,sector 107,6588.0,1366.12,Super Built up area 1366(126.91 sq.m.),2,2,3+,4.0,,Relatively New,flat,1366.0,,,0,0,0,0,0,0,21,683.06
ramsons kshitij,0.33,sector 95,3911.0,843.77,Super Built up area 767(71.26 sq.m.),2,2,1,14.0,South,New Property,flat,767.0,,,0,0,0,0,1,2,79,421.885
bestech park view grand spa,2.91,sector 81,9136.0,3185.2,Super Built up area 3185(295.9 sq.m.)Carpet area: 2837 sq.ft. (263.57 sq.m.),4,5,2,6.0,North-East,Relatively New,flat,3185.0,,2837.0,0,1,0,0,0,2,101,796.3
ss the leaf,1.2,sector 85,10452.0,1148.11,Super Built up area 1640(152.36 sq.m.)Carpet area: 1148 sq.ft. (106.65 sq.m.),2,2,3+,2.0,West,Relatively New,flat,1640.0,,1148.0,0,0,1,0,0,0,156,574.055
dlf the skycourt,1.58,sector 86,8190.0,1929.18,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Relatively New,flat,1929.0,1750.0,1450.0,0,0,0,1,0,2,152,643.0600000000001
eldeco accolade,0.87,sohna road,5965.0,1458.51,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,10.0,,Relatively New,flat,1457.0,,849.0,1,0,0,0,0,0,72,729.255
central park flower valley aqua front towers,1.7,sector 33,9502.0,1789.1,Super Built up area 1789(166.2 sq.m.),3,3,3,12.0,,Under Construction,flat,1789.0,,,0,0,0,0,0,0,24,596.3666666666667
tarc maceo,0.96,sector 91,5413.0,1773.51,Super Built up area 1404(130.44 sq.m.),2,2,3+,8.0,East,Moderately Old,flat,1404.0,,,0,0,0,0,0,0,85,886.755
sobha city,3.95,sector 108,16858.0,2343.1,Super Built up area 2343(217.67 sq.m.)Carpet area: 1512 sq.ft. (140.47 sq.m.),3,4,2,15.0,West,Relatively New,flat,2343.0,,1512.0,0,1,0,0,0,0,49,781.0333333333333
raheja vedaanta,0.7,sector 108,4666.0,1500.21,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,10.0,West,Moderately Old,flat,,1468.0,1150.0,0,0,0,0,0,0,0,750.105
bptp visionnaire,4.02,sector 70a,7309.0,5500.0,Built Up area: 5500 (510.97 sq.m.),4,4,3+,3.0,North-East,Relatively New,house,,5500.0,,1,1,1,1,0,0,138,1375.0
unitech sunbreeze,1.0,sector 69,5476.0,1826.15,Built Up area: 1826 (169.64 sq.m.),4,3,0,0.0,,Undefined,flat,,1826.0,,0,0,0,0,0,0,0,456.5375
rof ananda,0.38,sector 95,5899.0,644.18,Carpet area: 644.12 (59.84 sq.m.),3,2,1,2.0,South-East,Relatively New,flat,,,644.111776,0,0,0,1,0,2,66,214.72666666666666
landmark the residency,0.9,sector 103,6666.0,1350.14,Super Built up area 1350(125.42 sq.m.),2,2,2,1.0,South-West,Relatively New,flat,1350.0,,,0,0,0,0,0,0,44,675.07
raheja vedaanta,1.5,sector 108,5263.0,2850.09,Built Up area: 2850 (264.77 sq.m.),3,4,0,12.0,,Undefined,flat,,2850.0,,0,0,0,0,0,0,0,950.0300000000001
emaar gurgaon greens,1.3,sector 102,7878.0,1650.17,Super Built up area 1650(153.29 sq.m.)Carpet area: 1155 sq.ft. (107.3 sq.m.),3,3,3,7.0,North-East,Relatively New,flat,1650.0,,1155.0,0,1,0,0,0,0,93,550.0566666666667
tulip violet,1.95,sector 69,9701.0,2010.1,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively New,flat,2010.0,,,0,0,0,0,0,0,157,502.525
sushant lok 1 builder floors,10.85,sector 43,28841.0,3762.0,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately Old,house,,3762.0,,1,1,1,1,0,1,160,470.25
dlf the grove,5.7,sector 54,41245.0,1381.99,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,flat,,1382.0,,0,0,0,0,0,0,46,460.66333333333336
signature global city 37d ph 2,1.36,sector 37d,8846.0,1537.42,Built Up area: 1535 (142.61 sq.m.),3,3,3,1.0,North-East,Under Construction,flat,,1535.0,,0,0,0,1,1,0,37,512.4733333333334
ss the leaf,1.98,sector 85,8256.0,2398.26,Super Built up area 2408(223.71 sq.m.)Built Up area: 2399 sq.ft. (222.87 sq.m.)Carpet area: 2398 sq.ft. (222.78 sq.m.),3,4,3,12.0,West,Relatively New,flat,2408.0,2399.0,2398.0,0,0,1,0,0,0,174,799.4200000000001
la vida by tata housing,2.45,sector 113,11050.0,2217.19,Super Built up area 2217(205.97 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1680 sq.ft. (156.08 sq.m.),3,3,3+,3.0,North-East,Relatively New,flat,2217.0,1890.0,1680.0,1,0,0,0,0,0,174,739.0633333333334
satya the hermitage,0.93,sector 103,6404.0,1452.22,Carpet area: 1452 (134.9 sq.m.),2,3,3,3.0,East,Relatively New,flat,,,1452.0,0,1,0,0,0,2,90,726.11
smart world orchard,2.0,sector 61,12911.0,1549.07,Carpet area: 1549 (143.91 sq.m.),3,3,2,3.0,,New Property,flat,,,1549.0,0,0,0,0,1,0,61,516.3566666666667
raheja vedaanta,0.8,sector 108,4080.0,1960.78,Super Built up area 1838(170.76 sq.m.),3,3,3,9.0,North-East,Relatively New,flat,1838.0,,,0,0,0,1,0,0,174,653.5933333333334
independent,4.75,sector 57,28788.0,1650.0,Plot area 1600(148.64 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,3,2.0,North-West,Moderately Old,house,,1700.0,1650.0,0,0,1,0,0,2,96,550.0
m3m woodshire,0.9,sector 107,6590.0,1365.71,Super Built up area 1366(126.91 sq.m.),2,2,3+,10.0,,Relatively New,flat,1366.0,,,0,0,0,0,1,2,49,682.855
international city by sobha phase 2,9.5,sector 109,26389.0,3600.0,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively New,house,,3600.0,,1,1,1,1,0,0,133,720.0
ansal housing highland park,1.1,sector 103,6242.0,1762.26,Super Built up area 1762(163.7 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,7.0,North-East,New Property,flat,1762.0,1500.0,1300.0,0,0,0,0,0,0,87,587.42
independent,2.9,sector 12,10741.0,2700.0,Plot area 2700(250.84 sq.m.),7,7,3,2.0,South-West,Old Property,house,,2700.0,,0,0,0,0,0,0,7,385.7142857142857
independent,1.0,sector 6,4630.0,2160.0,Built Up area: 240 (22.3 sq.m.),6,4,0,3.0,,Undefined,house,,240.0,,0,0,0,0,0,0,0,360.0
ansal heights,0.6,sector 92,4546.0,1319.84,Super Built up area 1320(122.63 sq.m.),2,2,3,11.0,,Under Construction,flat,1320.0,,,0,0,0,0,1,0,23,659.92
independent,11.25,sector 28,34722.0,3240.0,Plot area 360(301.01 sq.m.),9,9,3+,2.0,North,Moderately Old,house,,3240.0,,0,1,1,1,0,2,126,360.0
the lions cghs,1.99,sector 56,11055.0,1800.09,Super Built up area 2400(222.97 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,4,3+,4.0,East,Old Property,flat,2400.0,2000.0,1800.0,0,0,0,1,1,2,105,450.0225
signature global city 81,0.96,sector 81,9767.0,982.9,Carpet area: 1075 (99.87 sq.m.),2,2,2,1.0,,Under Construction,flat,,,1075.0,0,0,0,0,0,0,49,491.45
orchid petals,4.52,sector 49,10984.0,4115.08,Super Built up area 4115(382.3 sq.m.),5,5,3+,14.0,West,Moderately Old,flat,4115.0,,,1,1,0,1,0,0,49,823.016
dlf park place,4.85,sector 54,30180.0,1607.02,Super Built up area 1983(184.23 sq.m.)Built Up area: 1785 sq.ft. (165.83 sq.m.)Carpet area: 1607 sq.ft. (149.3 sq.m.),3,4,3+,6.0,North,Moderately Old,flat,1983.0,1785.0,1607.0,0,1,0,0,0,1,158,535.6733333333333
indiabulls centrum park,3.25,sector 103,8125.0,4000.0,Plot area 4000(371.61 sq.m.),4,3,3+,20.0,,Under Construction,house,,4000.0,,0,0,0,0,0,0,51,1000.0
eldeco accolade,0.72,sohna road,4975.0,1447.24,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,3+,12.0,East,Relatively New,flat,1457.0,,849.0,1,0,0,0,0,0,152,723.62
ramsons kshitij,0.32,sector 95,4500.0,711.11,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,8.0,,Relatively New,flat,700.0,,443.32,0,0,0,0,1,1,28,355.555
ss the leaf,1.12,sector 85,6453.0,1735.63,Super Built up area 1741(161.74 sq.m.)Built Up area: 1485 sq.ft. (137.96 sq.m.)Carpet area: 1335 sq.ft. (124.03 sq.m.),2,2,3,10.0,East,Relatively New,flat,1741.0,1485.0,1335.0,0,0,0,0,1,0,49,867.815
indiabulls centrum park,1.01,sector 103,8080.0,1250.0,Super Built up area 1423(132.2 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2,2,3,5.0,West,Relatively New,flat,1423.0,,1250.0,0,0,1,0,0,2,165,625.0
ss the leaf,2.0,sector 85,6578.0,3040.44,Super Built up area 2812(261.24 sq.m.),4,5,3+,1.0,South-East,Relatively New,flat,2812.0,,,0,1,1,0,0,0,106,760.11
dlf city plot phase 4,13.0,sector 28,17931.0,7250.0,Carpet area: 7250 (6061.92 sq.m.),10,10,3+,1.0,,Undefined,house,,,7250.0,0,0,0,0,0,0,0,725.0
shree vardhman victoria,1.9,sector 70,9743.0,1950.12,Super Built up area 1950(181.16 sq.m.),3,3,3,10.0,North-East,New Property,flat,1950.0,,,0,1,1,1,1,0,36,650.04
ambience creacions,2.55,sector 22,13709.0,1860.09,Super Built up area 1860(172.8 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,8.0,North-East,Relatively New,flat,1860.0,1600.0,1400.0,0,0,0,0,1,1,125,620.03
signature global synera,0.48,sector 81,8450.0,568.05,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2,2,1,7.0,South-East,Relatively New,flat,657.0,,568.0,0,0,0,0,0,2,70,284.025
independent,0.6,sector 105,13333.0,450.0,Built Up area: 450 (41.81 sq.m.),3,3,0,3.0,,Undefined,house,,450.0,,0,0,0,0,0,0,0,150.0
mvn athens,0.26,sohna road,5397.0,481.75,Carpet area: 481.74 (44.76 sq.m.),2,2,1,2.0,,Relatively New,flat,,,481.792164,0,0,0,0,0,0,37,240.875
dlf city phase 1,4.5,sector 26,33333.0,1350.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,Moderately Old,house,,1350.0,,1,1,0,0,0,0,70,450.0
puri diplomatic greens,3.9,sector 111,13000.0,3000.0,Super Built up area 3000(278.71 sq.m.)Carpet area: 2950 sq.ft. (274.06 sq.m.),4,5,3+,6.0,North-East,Relatively New,flat,3000.0,,2950.0,0,1,0,0,0,1,160,750.0
aipl zen residences,1.65,sector 70a,13074.0,1262.05,Super Built up area 1262(117.24 sq.m.),2,2,3,23.0,North-West,New Property,flat,1262.0,,,0,0,0,0,0,0,81,631.025
independent,0.5,sector 4,9259.0,540.0,Plot area 540(50.17 sq.m.),2,3,2,3.0,West,Old Property,house,,540.0,,0,0,0,0,0,0,0,270.0
the penthouses at the hibiscus,8.0,sector 50,8888.0,9000.9,Carpet area: 9000 (836.13 sq.m.),4,3,3,7.0,South-East,Moderately Old,flat,,,9000.0,0,1,0,0,0,0,35,2250.225
ansal sushant lok ci,2.0,sector 43,15151.0,1320.04,Carpet area: 1320 (122.63 sq.m.),3,3,2,1.0,North,Old Property,flat,,,1320.0,0,1,0,0,0,1,15,440.0133333333333
ireo the corridors,1.5,sector 67a,11111.0,1350.01,Carpet area: 1350 (125.42 sq.m.),2,2,2,10.0,,Relatively New,flat,,,1350.0,0,0,1,0,0,2,38,675.005
independent,5.25,sector 24,38889.0,1350.0,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),4,4,3+,2.0,East,Relatively New,house,,160.0,150.0,0,1,0,1,0,2,72,337.5
independent,7.85,sector 43,29074.0,2700.0,Plot area 300(250.84 sq.m.),9,9,3+,3.0,West,Relatively New,house,,2700.0,,1,1,0,1,1,1,49,300.0
smart world orchard,2.45,sector 61,15800.0,1550.63,Super Built up area 1549(143.91 sq.m.)Carpet area: 939.37 sq.ft. (87.27 sq.m.),3,3,3,3.0,,New Property,flat,1549.0,,939.37,1,1,0,0,0,0,119,516.8766666666667
tata primanti,3.5,sector 72,11428.0,3062.65,Built Up area: 2625 (243.87 sq.m.),4,5,3+,10.0,West,Relatively New,flat,,2625.0,,0,1,0,0,1,0,38,765.6625
emaar palm gardens,1.8,sector 83,9473.0,1900.14,Super Built up area 1900(176.52 sq.m.)Carpet area: 1244.33 sq.ft. (115.6 sq.m.),3,4,3,4.0,West,Relatively New,flat,1900.0,,1244.33,1,1,1,1,0,2,174,633.38
puri emerald bay,1.59,sector 104,10903.0,1458.31,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,Relatively New,flat,1550.0,,,0,0,0,0,0,0,121,729.155
vipul tatvam villa,8.25,sector 48,38194.0,2160.0,Plot area 350(292.64 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),4,4,3+,3.0,North-East,Relatively New,house,,300.0,240.0,0,1,1,0,0,2,160,540.0
vatika gurgaon,1.25,sector 83,6313.0,1980.04,Super Built up area 1980(183.95 sq.m.),3,3,2,2.0,West,Relatively New,flat,1980.0,,,0,1,0,0,0,0,119,660.0133333333333
rose apartment,3.0,sector 28,10482.0,2862.05,Super Built up area 2862(265.89 sq.m.),3,5,3+,8.0,,Old Property,flat,2862.0,,,0,0,0,0,0,0,0,954.0166666666668
independent,5.5,sector 23,21825.0,2520.0,Plot area 280(234.12 sq.m.),8,8,2,3.0,East,Moderately Old,house,,2520.0,,1,1,0,1,0,2,76,315.0
conscient elevate,3.78,sector 59,16500.0,2290.91,Carpet area: 2295 (213.21 sq.m.),3,3,3,3.0,,Under Construction,flat,,,2295.0,0,0,0,0,0,0,31,763.6366666666667
umang winter hills,1.35,sector 77,7780.0,1735.22,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,7.0,,New Property,flat,1735.0,,1199.0,0,0,1,0,0,2,96,578.4066666666666
independent,5.0,sector 40,21124.0,2367.0,Plot area 263(219.9 sq.m.),9,9,3+,3.0,North-West,Moderately Old,house,,2367.0,,0,1,1,0,0,2,83,263.0
pyramid elite,0.45,sector 86,7739.0,581.47,Carpet area: 581.41 (54.01 sq.m.),2,2,1,4.0,,Under Construction,flat,,,581.3582389999999,0,0,0,0,0,0,66,290.735
