price,sector,bedRoom,bathroom,balcony,agePossession,property_type,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
1.95,sector 102,3,4,3,Relatively New,flat,2334.0,1,0,2,Medium,Mid Floor
5.8,sector 59,3,4,3,New Property,flat,3361.0,1,0,2,Low,High Floor
0.85,sector 3 phase 3 extension,1,1,0,Moderately Old,house,1000.0,0,0,0,Low,Low Floor
1.47,sector 61,2,2,2,New Property,flat,1278.0,0,0,0,Medium,Mid Floor
2.04,sector 61,3,3,3+,Moderately Old,flat,1595.0,1,0,2,High,High Floor
1.05,sector 47,2,2,2,Relatively New,flat,1108.0,0,0,2,Low,Mid Floor
0.9,manesar,3,3,3+,Moderately Old,flat,2321.0,1,0,0,Low,Mid Floor
1.6,sector 61,2,2,2,Under Construction,flat,1278.0,0,0,0,Low,Mid Floor
0.32,sohna road,2,1,0,Relatively New,flat,476.0,0,0,0,Low,Low Floor
5.9,gwal pahari,4,4,3+,Moderately Old,flat,5350.0,0,0,0,Medium,Low Floor
11.0,sector 33,5,6,3,New Property,house,4125.0,1,0,0,Medium,Mid Floor
1.87,sector 82a,3,3,3,Moderately Old,flat,1668.0,0,0,0,Low,High Floor
8.4,sector 48,4,4,3,Old Property,house,3240.0,1,0,2,Low,Low Floor
1.15,sector 84,2,2,3,Relatively New,flat,1394.0,0,0,0,Low,High Floor
9.0,sector 13,10,5,3+,Old Property,house,8100.0,0,0,0,Low,Mid Floor
1.2,sector 85,2,2,3+,Relatively New,flat,1491.0,0,1,0,Medium,Mid Floor
4.16,sector 49,5,4,3+,Relatively New,flat,3219.0,1,0,0,Low,High Floor
0.22,sector 9,2,2,2,Old Property,house,37.0,0,0,0,Low,Low Floor
2.35,sector 50,3,3,3,Moderately Old,flat,1900.0,0,0,2,Low,Mid Floor
2.2,sector 58,2,2,1,Relatively New,flat,1432.0,0,0,2,Medium,Mid Floor
0.65,sector 47,1,1,2,Old Property,flat,599.0,0,0,0,Medium,Mid Floor
0.99,sector 47,1,4,3,Relatively New,house,576.0,0,0,0,Low,Mid Floor
3.4,sector 67,3,4,3+,Relatively New,flat,2134.0,1,0,2,High,High Floor
7.46,sector 112,4,4,3+,Relatively New,house,6350.0,1,0,2,Medium,Low Floor
3.29,sector 65,3,3,3,New Property,flat,1828.08,0,0,0,Low,High Floor
4.65,sector 53,5,5,3+,Moderately Old,house,2646.0,0,0,2,Low,Low Floor
2.7,sector 48,3,3,3+,Relatively New,flat,2000.0,1,0,2,High,Mid Floor
6.5,sector 25,4,3,3,Moderately Old,house,1800.0,0,0,0,Low,Mid Floor
3.5,sector 5,6,5,2,Old Property,house,2250.0,1,0,1,High,Mid Floor
2.7,sector 50,3,3,3+,Moderately Old,flat,2400.0,1,0,0,High,Mid Floor
0.3,sector 51,1,1,0,Moderately Old,flat,80.0,0,0,0,Low,Low Floor
5.0,sector 40,9,9,3+,Relatively New,house,2367.0,0,0,2,Medium,Mid Floor
0.86,manesar,3,3,3+,Moderately Old,flat,1900.0,1,0,0,Medium,Mid Floor
0.99,sector 92,3,2,3,Under Construction,flat,1091.0,0,0,0,Low,Low Floor
7.0,sector 50,3,2,0,Moderately Old,house,2160.0,0,0,0,Low,Low Floor
7.5,sector 56,8,8,3+,Relatively New,house,3240.0,1,0,1,Low,Mid Floor
0.95,sector 90,3,3,3,Relatively New,flat,1667.0,1,0,0,Medium,Mid Floor
2.3,sector 104,3,4,3+,Moderately Old,flat,2217.0,1,0,0,Medium,Mid Floor
1.45,sector 52,3,3,3+,Relatively New,flat,1800.0,0,0,2,Medium,Mid Floor
1.55,sector 54,3,3,3,Moderately Old,flat,1900.0,1,0,2,Medium,Mid Floor
0.58,sohna road,2,2,2,Relatively New,flat,822.0,0,0,0,Medium,Mid Floor
11.75,sector 33,5,7,3+,Relatively New,house,5056.0,1,0,0,Medium,Mid Floor
1.07,sector 33,2,2,2,Under Construction,flat,1253.0,0,0,0,Medium,High Floor
2.2,sector 109,3,4,3,Relatively New,flat,1860.0,1,0,0,High,Mid Floor
0.75,sector 78,2,2,1,Moderately Old,flat,1239.0,0,0,0,Low,Mid Floor
1.95,sector 90,4,4,3+,Relatively New,flat,2456.0,1,1,0,High,High Floor
0.91,sohna road,3,3,3,Relatively New,flat,1599.0,0,0,0,High,Low Floor
1.8,sector 85,3,3,3,Under Construction,flat,141.0,0,0,0,Low,High Floor
0.36,sector 36a,1,1,1,Relatively New,flat,407.0,0,0,0,Medium,Mid Floor
1.52,sector 84,3,4,3,Relatively New,flat,1703.0,1,0,0,Medium,High Floor
1.08,sector 83,3,3,2,Relatively New,flat,1570.0,0,0,0,Low,High Floor
3.23,sector 63a,3,3,3,New Property,flat,1201.86,1,0,0,Medium,Mid Floor
1.15,sector 47,3,3,3,Old Property,house,275.0,0,0,2,Low,Low Floor
3.0,sector 102,4,4,3+,Relatively New,flat,3178.0,0,0,2,Medium,Mid Floor
0.3,sector 3 phase 2,2,2,1,Relatively New,flat,750.0,0,0,0,Low,Low Floor
1.43,sector 37c,3,3,3+,Relatively New,flat,1845.0,1,0,0,Low,Low Floor
0.47,sector 90,2,2,1,New Property,flat,767.0,0,0,0,Low,Low Floor
2.15,sector 109,3,4,3,Relatively New,flat,1896.0,1,0,0,Medium,Mid Floor
0.6,sector 84,2,2,2,Relatively New,flat,1086.0,0,0,0,Medium,High Floor
1.3,sector 109,3,2,3,Moderately Old,flat,1701.0,0,0,0,Medium,High Floor
1.05,sector 85,2,2,3+,Relatively New,flat,1512.0,0,1,0,Medium,Mid Floor
1.27,sector 70a,2,2,3+,Relatively New,flat,1449.0,0,0,2,Medium,High Floor
0.21,sohna road,1,1,0,Relatively New,flat,484.0,0,0,0,Low,Low Floor
0.72,sector 12,2,2,1,Relatively New,flat,1100.0,0,0,2,Low,Low Floor
1.0,sector 37d,3,3,3,Under Construction,flat,1250.0,0,0,0,Low,Mid Floor
0.88,sector 106,2,2,3+,Relatively New,flat,1120.0,0,0,0,Low,Mid Floor
5.4,sector 65,3,4,3,Moderately Old,flat,2696.0,1,0,2,High,High Floor
0.26,sohna road,2,2,2,New Property,flat,640.0,0,0,0,Medium,Mid Floor
7.25,sector 41,9,8,3,Old Property,house,2475.0,1,0,2,Medium,Mid Floor
1.0,sector 2,2,3,0,Moderately Old,flat,1000.0,0,0,0,Low,Low Floor
0.45,sohna road,2,2,2,Relatively New,flat,789.0,0,0,1,Low,Mid Floor
1.2,sector 33,2,2,3,New Property,flat,86.0,0,0,0,Medium,Low Floor
0.4,sohna road,2,2,1,New Property,flat,615.0,0,0,0,Low,Mid Floor
1.1,sector 70,2,2,2,New Property,flat,1026.0,0,0,0,Low,Low Floor
3.4,sector 112,3,3,2,Relatively New,flat,2225.56,0,0,2,High,High Floor
1.85,sector 85,4,5,3+,Relatively New,flat,2545.0,0,0,0,Medium,Low Floor
1.95,sector 65,3,3,3+,New Property,flat,1556.0,0,1,1,Medium,Low Floor
14.0,sector 24,4,5,3,Old Property,flat,6300.0,0,0,0,Low,Mid Floor
2.09,sector 49,3,3,3,Relatively New,flat,1633.0,0,0,0,Low,Low Floor
0.92,sector 90,3,3,2,Relatively New,flat,2167.0,0,0,2,Low,Mid Floor
6.0,sector 12,4,6,2,Old Property,house,1710.0,0,0,0,Low,Low Floor
0.97,sector 102,2,2,2,New Property,flat,747.0,0,0,0,Medium,High Floor
4.35,sector 103,4,4,3+,Relatively New,house,3222.0,1,1,2,Medium,Low Floor
1.22,sector 92,4,3,3,Under Construction,flat,2093.0,1,0,0,Medium,Mid Floor
1.75,sector 83,3,3,3,Relatively New,flat,1600.0,1,0,2,High,Mid Floor
7.65,sector 48,4,4,3,Moderately Old,house,4000.0,1,0,0,Low,Low Floor
1.3,sector 89,3,3,3+,New Property,flat,2122.0,1,0,0,Low,Low Floor
6.5,sector 7,3,2,3+,Old Property,house,4320.0,0,0,0,Low,Low Floor
1.8,sector 102,3,4,3,Relatively New,flat,1710.0,1,0,0,Low,High Floor
3.35,sector 48,6,5,3+,Moderately Old,house,6000.0,0,0,0,Medium,Mid Floor
0.75,sector 2,2,2,2,Old Property,flat,1100.0,0,0,2,Low,High Floor
0.46,sector 4,2,2,1,Relatively New,flat,1000.0,0,0,2,Medium,Low Floor
2.05,sector 56,4,4,3+,Old Property,flat,2600.0,0,1,2,Medium,Mid Floor
0.92,sector 99,2,2,3+,Under Construction,flat,1235.0,0,0,0,Medium,High Floor
1.1,sector 79,3,3,3,Relatively New,flat,1154.0,0,0,2,Medium,High Floor
2.0,sector 33,3,3,3+,New Property,flat,1619.0,0,0,0,Low,Mid Floor
4.26,sector 14,4,4,0,Old Property,flat,3250.0,0,0,0,Low,Mid Floor
1.7,sector 102,3,4,3+,Relatively New,flat,1750.0,1,0,2,High,Mid Floor
5.5,gwal pahari,4,5,3+,New Property,flat,5249.0,1,0,0,High,High Floor
0.2,sector 95,1,1,1,Relatively New,flat,407.0,0,0,0,Medium,Mid Floor
0.85,sector 83,2,2,2,Moderately Old,flat,1100.0,0,0,2,Medium,High Floor
3.25,sector 50,3,4,3+,Old Property,flat,2819.0,1,0,2,Medium,Mid Floor
0.3,sohna road,2,2,2,Relatively New,flat,516.0,0,0,0,Low,Mid Floor
1.4,sector 102,3,3,3,Relatively New,flat,1315.0,1,0,0,Medium,Mid Floor
1.36,sector 2,3,3,3+,Moderately Old,flat,1611.0,0,0,0,Medium,Mid Floor
3.4,sector 9,9,9,3,Moderately Old,house,2628.0,0,0,2,Medium,Mid Floor
1.65,sector 109,3,3,3+,Relatively New,flat,1946.0,1,0,2,Low,High Floor
1.0,gwal pahari,2,2,2,New Property,flat,833.0,0,0,2,Low,Mid Floor
1.05,sector 84,3,3,3,Relatively New,flat,1610.0,0,0,0,Medium,Mid Floor
4.8,sector 53,3,4,3+,Relatively New,flat,2500.0,1,0,2,High,Mid Floor
2.2,sector 81,3,4,3+,Relatively New,flat,1900.0,1,0,1,Medium,Mid Floor
1.3,sector 105,3,3,1,Moderately Old,house,1125.0,0,0,0,Low,Low Floor
12.5,sector 26,4,5,2,Moderately Old,house,3240.0,1,0,2,Medium,Low Floor
5.0,sector 14,3,3,3,Moderately Old,house,2250.0,0,0,0,Low,Low Floor
2.65,sector 102,4,5,3+,Moderately Old,flat,2311.0,1,0,0,Medium,High Floor
1.72,sector 86,3,3,1,Relatively New,flat,1746.0,0,0,2,Low,Mid Floor
1.5,sector 109,3,3,3+,Relatively New,flat,1466.0,0,0,0,High,Mid Floor
1.18,sector 70a,2,2,3,New Property,flat,1400.0,0,0,0,Medium,Mid Floor
0.9,sector 89,2,2,2,New Property,flat,998.0,0,0,0,Medium,Mid Floor
4.6,sector 14,1,1,0,Old Property,house,2250.0,0,0,0,Low,Low Floor
2.6,sector 108,3,3,2,New Property,flat,1711.09,0,0,0,Low,High Floor
1.27,sector 86,3,4,3,Relatively New,flat,1800.0,1,0,0,Medium,High Floor
1.2,sector 37d,3,2,1,Under Construction,flat,1900.0,1,0,0,Medium,Mid Floor
0.88,sector 84,3,3,3,Relatively New,flat,1652.0,0,0,0,Medium,High Floor
0.86,sector 82,3,3,3,Moderately Old,flat,1234.0,0,0,2,Medium,Mid Floor
5.25,sector 43,4,4,3,Old Property,flat,2570.0,1,0,0,Medium,Mid Floor
3.32,sector 67,4,5,3+,Moderately Old,flat,2385.0,1,0,2,High,High Floor
1.2,sector 106,3,4,3+,Relatively New,flat,1186.0,1,0,0,High,Mid Floor
1.15,sector 79,3,3,3+,Under Construction,flat,1200.0,0,0,0,Medium,Low Floor
1.25,sector 83,3,3,2,Moderately Old,flat,1700.0,1,0,0,Medium,High Floor
0.28,sector 107,2,2,2,Relatively New,flat,543.0,0,0,0,Low,Mid Floor
0.55,sector 3 phase 3 extension,2,1,0,Moderately Old,house,1100.0,0,0,0,Low,Low Floor
1.32,sector 99a,3,5,3,New Property,flat,1737.0,1,0,0,Medium,High Floor
1.7,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,0,Medium,Mid Floor
1.2,sector 9,4,3,2,Moderately Old,flat,2000.0,0,0,2,Low,Mid Floor
1.75,sector 85,3,3,2,Relatively New,flat,1825.0,0,0,0,Low,High Floor
0.47,sector 4,2,1,1,Moderately Old,house,624.0,0,1,0,Low,Low Floor
0.6,sector 107,3,2,2,Relatively New,flat,750.0,0,0,0,Medium,Mid Floor
0.86,sector 89,2,3,2,New Property,flat,1226.0,1,0,2,Medium,Mid Floor
1.8,sector 48,3,4,3,Moderately Old,flat,1951.0,0,0,2,Medium,Mid Floor
4.63,sector 22,3,5,3+,New Property,flat,2796.0,1,0,0,Medium,Mid Floor
1.05,sector 106,2,2,2,New Property,flat,1539.0,0,0,0,Medium,Mid Floor
1.01,sector 107,2,2,3+,New Property,flat,1200.0,0,0,0,Medium,High Floor
1.6,sector 74,2,2,2,Relatively New,flat,1508.0,0,0,2,High,High Floor
0.37,sector 36a,1,1,1,Relatively New,flat,319.0,0,0,2,Medium,Mid Floor
4.45,sector 26,4,4,3,Old Property,house,1265.0,0,0,0,Low,Mid Floor
1.35,sector 102,3,3,3,Relatively New,flat,1315.0,1,0,0,Medium,Mid Floor
2.15,sector 85,3,5,3,New Property,flat,2179.0,0,0,0,Medium,Low Floor
10.0,sector 15,5,5,2,Old Property,house,4518.0,0,0,0,Low,Low Floor
1.25,sector 86,3,2,1,New Property,flat,1529.0,0,0,0,Medium,Low Floor
7.52,sector 63,4,4,3,New Property,flat,3956.0,0,0,0,Medium,High Floor
12.0,sector 109,5,6,3,Relatively New,house,7000.0,1,0,2,High,Low Floor
1.8,sector 11,8,5,2,Moderately Old,house,2476.0,0,0,0,Low,Low Floor
0.56,sohna road,2,2,3,New Property,flat,913.0,0,0,0,Medium,Mid Floor
0.9,sector 3,3,3,0,Moderately Old,house,112.0,0,0,0,Low,Low Floor
1.6,sector 70,3,3,3,Relatively New,flat,1527.0,1,0,0,Low,Mid Floor
1.2,sohna road road,1,4,3+,Old Property,house,535.0,0,0,0,Low,Mid Floor
1.25,sector 79,3,3,3,Relatively New,flat,1058.0,0,0,2,Medium,High Floor
7.25,sector 56,8,8,3+,Moderately Old,house,2471.0,0,0,2,Low,Low Floor
1.3,dwarka expressway,3,3,2,Under Construction,flat,1267.0,0,0,0,Low,Mid Floor
1.82,sector 102,3,4,3+,Moderately Old,flat,1757.0,1,0,0,Medium,High Floor
0.8,sector 21,2,2,2,Old Property,flat,1256.0,0,0,0,Low,Mid Floor
1.2,sector 3,2,2,3,Under Construction,flat,1307.0,0,0,0,Medium,Low Floor
1.75,sector 69,3,4,2,Relatively New,flat,2056.0,0,0,2,High,Low Floor
3.25,sector 31,4,4,3+,Moderately Old,house,1449.0,1,1,2,Low,Mid Floor
0.7,sector 90,2,2,3,New Property,flat,1224.0,0,0,0,Medium,Mid Floor
1.45,sector 93,3,4,2,Relatively New,flat,1350.0,0,0,2,Medium,High Floor
1.47,sector 79,2,2,3,New Property,flat,93.0,0,0,0,Medium,Mid Floor
1.7,sector 51,3,4,3,Moderately Old,flat,1773.0,0,1,0,Medium,Low Floor
1.19,sector 85,2,2,3,Relatively New,flat,1670.0,0,0,0,Low,High Floor
7.0,sector 109,4,4,3+,Relatively New,house,5400.0,0,0,2,Medium,Low Floor
1.2,sector 107,3,3,3,Relatively New,flat,1750.0,0,0,2,Low,Mid Floor
3.6,sector 56,5,5,3+,Moderately Old,house,1449.0,0,0,0,Low,Mid Floor
1.15,sector 107,2,2,3,Relatively New,flat,1281.0,0,0,0,Low,Low Floor
2.0,sector 102,3,4,3+,Relatively New,flat,1900.0,1,0,2,High,High Floor
3.5,sector 65,3,3,3,New Property,flat,2282.0,1,0,2,High,High Floor
3.4,sector 66,3,4,3,Relatively New,flat,2200.08,1,1,2,Medium,Mid Floor
4.85,sector 54,3,4,3+,Relatively New,flat,1875.05,1,0,2,Low,High Floor
4.5,sector 46,6,6,3+,Moderately Old,house,1845.0,0,1,2,Medium,Mid Floor
2.3,sector 10a,6,4,2,Moderately Old,flat,3951.0,0,0,0,Low,Mid Floor
0.8,sector 3,2,4,1,Moderately Old,house,981.0,0,0,0,Low,Low Floor
3.6,sector 49,4,5,3,Moderately Old,flat,3356.0,1,0,1,Low,Mid Floor
1.3,sector 85,2,2,3,Under Construction,flat,1130.0,0,0,0,Medium,High Floor
1.6,sector 99,3,4,0,New Property,flat,2400.0,0,0,0,Medium,High Floor
1.66,sector 70,3,5,3,Relatively New,flat,1527.0,1,0,0,Medium,Mid Floor
1.3,sector 79,3,3,3+,Relatively New,flat,1213.0,0,0,2,Medium,Low Floor
5.5,sector 28,4,5,3+,Moderately Old,flat,3406.0,1,0,2,Low,Mid Floor
2.25,sector 81,3,4,3+,Relatively New,flat,2090.0,1,0,1,High,High Floor
2.7,sector 49,3,4,3+,Moderately Old,flat,2159.14,0,0,0,Low,Mid Floor
0.7,sector 4,3,3,0,Moderately Old,house,117.0,0,0,0,Low,Low Floor
1.9,sector 65,2,2,2,Relatively New,flat,1358.0,0,0,0,Low,High Floor
2.85,sector 65,4,4,3,Relatively New,flat,2194.0,1,0,0,Low,Mid Floor
0.55,sector 95,3,2,2,New Property,flat,811.0,0,0,2,Medium,High Floor
0.32,sector 95,2,2,1,Relatively New,flat,610.0,0,0,2,Medium,Mid Floor
2.58,sector 28,4,2,2,Relatively New,house,1458.0,0,0,0,Low,Low Floor
2.0,sector 113,3,3,3,New Property,flat,1806.0,0,0,0,Medium,High Floor
0.38,sector 6,2,2,2,Moderately Old,flat,944.0,0,0,0,Low,Low Floor
2.2,sector 46,3,3,2,Old Property,house,909.0,0,1,2,Medium,Mid Floor
0.3,sohna road,2,2,2,Relatively New,flat,524.0,0,0,1,Medium,Mid Floor
1.95,sector 7,2,2,2,Old Property,house,1440.0,0,0,0,Low,Low Floor
0.35,sector 99a,2,2,1,Relatively New,flat,606.0,0,0,0,Medium,Mid Floor
4.0,sector 72,4,5,3+,Relatively New,flat,2701.0,1,0,2,High,High Floor
0.55,sector 85,2,2,2,Relatively New,flat,1050.0,0,0,0,High,Mid Floor
2.3,sector 33,4,4,3+,New Property,flat,2000.0,1,0,0,Low,Mid Floor
0.95,sector 81,2,2,2,Relatively New,flat,1260.0,0,0,2,High,High Floor
2.2,sector 58,2,2,2,Relatively New,flat,1244.0,0,0,0,Low,Mid Floor
4.95,sector 2,6,5,3+,Relatively New,house,2430.0,1,0,0,Medium,Mid Floor
1.2,sector 90,3,3,3+,Relatively New,flat,1747.0,0,0,0,Low,High Floor
2.75,sector 65,4,4,3,Relatively New,flat,1975.01,1,0,2,Medium,Mid Floor
1.75,sector 83,3,3,3+,Relatively New,flat,1549.0,1,0,0,Medium,High Floor
0.9,sector 69,3,2,3+,Relatively New,flat,1326.0,0,0,2,Medium,Low Floor
0.95,sohna road,2,2,3,Under Construction,flat,1131.0,0,0,0,Low,Mid Floor
0.3,sohna road,2,2,2,New Property,flat,605.0,0,0,0,Medium,Mid Floor
0.95,sector 71,2,2,0,Moderately Old,flat,1200.0,0,0,0,Low,Mid Floor
3.2,sector 4,3,3,2,Old Property,house,2250.0,0,0,0,Low,Low Floor
1.75,sector 54,4,3,3+,Old Property,flat,1900.0,0,0,2,Low,Mid Floor
6.25,sector 109,5,7,3+,Relatively New,house,6228.0,1,1,0,Medium,Mid Floor
1.93,sector 113,3,3,2,Under Construction,flat,1429.0,0,0,0,Medium,Mid Floor
1.35,sector 12,2,5,1,Old Property,house,2052.0,0,0,0,Low,Mid Floor
1.8,sector 37d,4,3,3,Relatively New,flat,1983.0,0,0,2,Medium,High Floor
1.13,sector 110,2,2,3,Relatively New,flat,1130.0,0,0,2,Medium,Mid Floor
5.5,sector 31,4,5,3+,Relatively New,flat,2663.0,1,0,0,Medium,Low Floor
1.5,sector 86,3,3,3+,Relatively New,flat,1780.0,0,0,0,High,High Floor
0.78,sector 79,2,2,3+,New Property,flat,1172.0,0,0,0,Medium,Low Floor
1.34,sector 108,1,1,0,Relatively New,house,2680.0,0,0,0,Low,Low Floor
7.56,sector 62,4,4,3+,Relatively New,flat,4200.0,1,0,2,Medium,High Floor
1.1,sector 37d,2,2,2,Relatively New,flat,1242.0,0,0,0,Medium,Mid Floor
0.26,sohna road,2,2,2,Relatively New,flat,640.0,0,0,0,Low,Mid Floor
1.4,sector 102,3,3,3,Relatively New,flat,1315.0,1,0,0,Medium,Mid Floor
1.7,sector 69,3,3,2,Relatively New,flat,1428.0,0,0,0,Low,Low Floor
2.25,sector 81,3,3,3+,Relatively New,flat,1600.0,1,0,1,Low,High Floor
1.42,sector 89,3,3,2,New Property,flat,1581.0,0,0,0,Low,Mid Floor
1.0,sector 90,3,4,3,New Property,flat,1765.0,1,0,0,Medium,Mid Floor
1.6,sector 83,3,3,3+,Relatively New,flat,1674.0,1,1,2,High,Mid Floor
2.5,sector 43,4,4,3+,Moderately Old,flat,2722.0,1,0,0,Low,Mid Floor
2.2,sector 81,3,4,3+,Relatively New,flat,1900.0,1,0,1,Low,High Floor
1.05,sector 86,3,3,3,Under Construction,flat,1715.0,1,0,0,Low,Mid Floor
1.68,sector 92,3,4,3+,Relatively New,flat,1804.0,1,0,2,High,High Floor
0.8,sector 103,2,2,0,Relatively New,flat,1450.0,0,0,0,Medium,Mid Floor
0.78,sohna road,2,2,2,Relatively New,flat,1144.0,0,0,0,Medium,Mid Floor
4.3,sector 47,3,4,2,Moderately Old,house,1467.0,0,0,0,Low,Low Floor
1.78,sector 74,2,2,3+,Relatively New,flat,1582.0,0,0,0,Medium,High Floor
1.1,sector 37c,3,4,3,Relatively New,flat,1899.0,1,0,0,Low,Mid Floor
0.6,sector 81,2,2,1,Relatively New,flat,1000.0,0,0,0,Low,Low Floor
5.35,sector 70a,4,4,3+,Relatively New,house,6000.0,1,1,2,High,Mid Floor
0.4,sector 36a,1,1,1,Relatively New,flat,436.0,0,0,0,Low,Mid Floor
1.59,sector 54,3,3,3+,Moderately Old,flat,2250.0,0,0,2,Medium,Mid Floor
1.0,sector 37d,3,3,3+,Moderately Old,flat,1602.0,0,0,0,Low,High Floor
2.28,sector 108,4,5,3+,Relatively New,flat,2515.0,0,0,0,Medium,Mid Floor
1.22,sector 37c,3,4,3,Relatively New,flat,1665.0,0,0,0,Medium,Mid Floor
8.5,sector 63a,6,6,3+,Under Construction,house,3132.0,0,1,0,Low,Mid Floor
12.5,sector 26,5,5,3+,Old Property,house,3240.0,1,1,2,Medium,Low Floor
4.6,sector 66,3,3,3,Relatively New,flat,2882.0,1,1,2,Medium,High Floor
0.9,sector 91,2,2,2,Relatively New,flat,1186.0,0,0,1,Medium,High Floor
0.8,sector 107,2,2,3+,Relatively New,flat,1236.0,0,0,2,High,Mid Floor
7.45,sector 50,4,4,3,Old Property,house,4500.0,1,0,2,Medium,Mid Floor
1.35,sector 33,2,2,2,New Property,house,1210.0,0,0,1,Medium,Mid Floor
6.25,sector 43,7,7,3+,Moderately Old,house,2034.0,1,1,0,Low,Mid Floor
2.29,sector 65,2,2,3,Under Construction,flat,1592.0,0,0,0,Low,Mid Floor
1.25,sector 9a,4,3,3,Old Property,flat,2007.0,1,0,0,Low,Low Floor
8.7,sector 66,4,5,2,New Property,house,2250.0,1,0,0,Medium,Mid Floor
1.5,sector 84,3,3,3,Relatively New,flat,1833.0,1,0,2,Low,High Floor
0.32,sohna road,2,2,1,New Property,flat,644.0,0,0,0,Low,Mid Floor
1.6,sector 89,3,3,3,New Property,flat,1774.0,0,0,0,Medium,Mid Floor
2.65,sector 49,3,4,3,Moderately Old,flat,2251.49,1,0,2,Medium,High Floor
0.27,sohna road,2,2,1,Relatively New,flat,509.0,0,0,2,Low,Mid Floor
10.55,sector 50,5,5,3,Moderately Old,house,3240.0,1,0,0,Low,Low Floor
0.5,sector 81,2,2,1,New Property,flat,704.0,0,0,1,Medium,High Floor
1.16,sector 89,3,2,3,New Property,flat,998.0,0,0,0,Low,Low Floor
2.0,sector 69,4,4,1,Relatively New,flat,2186.0,0,0,0,Medium,High Floor
0.4,sector 81,2,2,1,Relatively New,flat,586.0,0,0,2,Low,High Floor
0.38,gwal pahari,1,1,1,Moderately Old,flat,565.0,0,0,0,Low,High Floor
2.35,sector 81,3,3,3+,Relatively New,flat,1550.0,1,0,1,Low,High Floor
1.42,sector 83,3,3,2,Relatively New,flat,1972.0,0,0,2,Medium,Low Floor
2.1,sector 38,4,4,3+,Old Property,flat,1954.0,0,0,1,Low,Mid Floor
4.3,sector 28,3,4,3,Old Property,flat,3133.0,1,1,0,Low,Mid Floor
0.61,sector 92,3,2,2,Under Construction,flat,1141.0,0,0,0,Low,Mid Floor
4.6,sector 47,2,6,3+,Moderately Old,house,1728.0,0,0,1,Medium,Mid Floor
1.2,sector 90,3,3,3+,Moderately Old,flat,2144.0,1,0,0,Medium,Mid Floor
4.55,sector 102,4,4,3+,Relatively New,flat,4630.0,0,0,2,Medium,High Floor
8.5,sector 17b,4,4,2,Old Property,house,4518.0,1,0,2,Low,Low Floor
0.55,sector 37d,2,2,3,New Property,flat,610.0,0,0,0,Medium,Mid Floor
1.65,sector 88a,3,3,3,New Property,flat,1652.0,0,0,0,Medium,High Floor
5.6,sector 112,4,6,3+,Relatively New,flat,3655.35,1,0,2,High,Mid Floor
1.4,sector 33,2,2,3,Under Construction,flat,1448.0,0,0,0,Medium,High Floor
4.99,sector 2,4,4,3+,Moderately Old,house,2642.0,1,1,0,Low,Mid Floor
3.55,sector 55,4,4,3+,Old Property,house,1449.0,0,0,2,Low,Low Floor
2.0,sector 102,3,3,3,Relatively New,flat,1676.0,0,0,0,Low,Mid Floor
0.5,sector 111,1,1,1,Relatively New,flat,374.0,0,0,1,Medium,Low Floor
1.32,sector 71,4,4,3,Moderately Old,flat,1985.0,1,0,0,Medium,High Floor
2.3,sector 81,3,4,3+,New Property,flat,1893.0,1,0,1,High,Mid Floor
1.2,sector 85,2,2,3,Relatively New,flat,1484.0,0,0,2,High,High Floor
2.52,sector 104,4,4,3+,Relatively New,flat,2800.0,1,1,2,High,High Floor
1.55,sector 56,3,3,3+,Old Property,flat,1800.0,1,0,0,High,Mid Floor
1.75,sector 69,4,4,2,Relatively New,flat,1819.0,0,0,2,Medium,Mid Floor
1.1,sector 77,3,4,3+,Relatively New,flat,1829.0,1,0,0,Low,Mid Floor
0.75,sector 77,2,2,2,Relatively New,flat,1180.0,0,0,2,High,Mid Floor
3.1,sector 72,5,5,3+,Relatively New,house,3653.0,0,0,0,Low,High Floor
6.0,sector 109,4,5,3+,Relatively New,house,2430.0,1,0,2,Medium,Low Floor
1.72,sector 69,4,4,1,Relatively New,flat,1783.0,0,0,0,Medium,High Floor
3.75,sector 5,5,5,3+,Old Property,house,3400.0,0,0,0,Low,Mid Floor
1.3,sector 79,2,2,2,Relatively New,flat,1330.0,0,0,2,Medium,Mid Floor
1.85,sector 102,3,3,3+,Relatively New,flat,2250.0,1,0,2,Medium,Low Floor
1.13,sector 90,3,3,3+,Relatively New,flat,1566.0,0,0,0,Medium,Mid Floor
0.95,sector 79,2,2,3,New Property,flat,1385.0,0,0,0,Low,Mid Floor
2.8,sector 66,3,4,3,Relatively New,flat,1700.06,1,0,2,Medium,Mid Floor
15.0,sector 26,5,6,3+,Moderately Old,house,4518.0,1,1,2,Medium,Mid Floor
2.29,sector 81,3,4,3+,Relatively New,flat,1900.0,1,0,1,Medium,High Floor
1.15,sector 70,2,2,2,Relatively New,flat,1500.0,0,0,0,Medium,Mid Floor
6.5,sector 24,4,4,2,Old Property,house,2844.0,0,0,0,Low,Low Floor
0.75,sector 3,4,2,2,Old Property,house,1170.0,0,0,0,Low,Low Floor
0.96,sohna road,2,2,3+,Relatively New,flat,1131.0,0,0,0,High,High Floor
3.45,sector 48,3,3,3,Moderately Old,flat,1869.01,0,0,0,Low,High Floor
